url,total_clicks,unique_clicks,digest_num,publisher
http://www.theguardian.com/politics/2019/jul/15/oxford-union-president-boris-johnson-neil-sherlock,8,8,11,theguardian.com
https://www.ft.com/content/ae03a4c6-a72d-11e9-984c-fac8325aaa04,8,6,11,ft.com
http://www.theguardian.com/politics/2019/jul/16/total-chaos-boris-johnson-london-mayor,7,7,11,theguardian.com
https://www.politico.eu/article/tory-leadership-love-in-creates-more-warmth-than-light/,7,5,11,politico.eu
https://www.yorkshirepost.co.uk/news/opinion/columnists/why-boris-johnson-has-just-100-days-to-prove-himself-over-brexit-gp-taylor-1-9881075,5,5,11,yorkshirepost.co.uk
https://www.afr.com/news/world/europe/pm-boris-trumpism-with-british-characteristics-20190719-p528nk,4,4,11,afr.com
https://www.scotsman.com/news/opinion/columnists/here-s-how-you-can-say-no-to-boris-yes-to-europe-stephen-gethins-1-4964928,4,4,11,scotsman.com
http://www.theguardian.com/commentisfree/2019/jul/12/britain-prime-minister-jeremy-hunt-boris-johnson-tory-members-brexit,3,3,11,theguardian.com
https://www.independent.co.uk/voices/boris-johnson-brexit-deadline-whitehall-optimism-debate-hunt-a8998556.html,3,3,11,independent.co.uk
https://www.nytimes.com/2019/07/12/world/europe/conservative-leadership-race.html,3,3,11,nytimes.com
https://www.thetimes.co.uk/article/the-strange-case-of-boris-may-t0fgjkjlm,3,3,11,thetimes.co.uk
https://www.theweek.co.uk/brexit/102290/boris-johnson-and-jeremy-hunt-s-plans-for-immigration-after-brexit,3,3,11,theweek.co.uk
https://www.yorkshirepost.co.uk/news/opinion/columnists/left-wing-parties-must-join-forces-to-fight-likely-prospect-of-boris-johnson-nigel-farage-electoral-pact-david-blunkett-1-9874880,2,1,11,yorkshirepost.co.uk
https://www.newstatesman.com/politics/uk/2019/07/johnson-train-leaving-station-and-tory-mps-have-decided-it-s-better-be-it-under,0,0,11,newstatesman.com
https://www.telegraph.co.uk/news/2019/07/17/boris-johnson-lines-hardline-eurosceptic-daniel-moylan-lead/,0,0,11,telegraph.co.uk
https://www.forbes.com/sites/thomasbrewster/2019/07/24/meet-the-face-behind-faceapp-rich-russian-yaroslav-goncharov/,68,64,12,forbes.com
https://www.theringer.com/tech/2019/7/18/20699513/face-app-phishing-old-picture-meme-privacy,33,27,12,theringer.com
https://www.nytimes.com/2019/07/24/style/faceapp-privacy-scare.html,18,18,12,nytimes.com
https://www.wired.com/story/faceapp-privacy-backlash-facebook/,7,7,12,ired.com
https://www.bloomberg.com/news/articles/2019-07-19/faceapp-is-it-safe-just-consider-how-much-more-google-knows,7,4,12,bloomberg.com
https://www.vox.com/the-goods/2019/7/17/20698271/faceapp-privacy-panic-russia-old-face-filter-app,6,6,12,vox.com
https://www.forbes.com/sites/megangorman/2019/07/18/what-the-faceapp-trend-can-teach-you-about-saving-for-retirement/,6,4,12,forbes.com
https://www.nytimes.com/2019/07/18/opinion/faceapp-privacy.html,6,4,12,nytimes.com
https://www.techradar.com/news/is-faceapp-safe-a-deeper-look-at-the-viral-hit,5,5,12,techradar.com
https://www.theatlantic.com/ideas/archive/2019/07/faceapp-reveals-huge-holes-todays-privacy-laws/594358/,5,5,12,theatlantic.com
https://www.theatlantic.com/technology/archive/2019/07/faceapp-mess/594361/,5,5,12,theatlantic.com
http://theconversation.com/faceapps-fine-print-means-you-effectively-cant-sue-them-unless-you-send-a-letter-to-their-russian-office-within-30-days-120658,4,4,12,theconversation.com
https://www.washingtonpost.com/opinions/2019/07/18/what-faceapp-freak-out-really-tells-us/,4,4,12,ashingtonpost.com
http://nymag.com/intelligencer/2019/07/faceapp-theories-worry-democratic-politicians.html,3,3,12,nymag.com
https://www.nytimes.com/2019/07/19/opinion/faceapp-privacy-russian.html,3,3,12,nytimes.com
https://www.forbes.com/sites/kalevleetaru/2019/07/19/academias-facial-recognition-datasets-illustrate-the-globalization-of-todays-data/,3,2,12,forbes.com
https://www.businessinsider.com/faceapp-privacy-data-terms-service-russia-2019-7,2,2,12,businessinsider.com
https://www.forbes.com/sites/thomasbrewster/2019/07/17/faceapp-is-the-russian-face-aging-app-a-danger-to-your-privacy/,2,2,12,forbes.com
https://www.nytimes.com/2019/07/20/opinion/sunday/faceapp-aging-old.html,2,2,12,nytimes.com
https://www.cnet.com/news/faceapp-privacy-concerns/,1,1,12,cnet.com
https://www.slashgear.com/faceapp-privacy-we-still-recommend-you-delete-19584645/,1,1,12,slashgear.com
https://www.wsj.com/articles/as-faceapp-goes-viral-so-do-concerns-about-privacy-russia-ties-11563485572?mod=searchresults&page=1&pos=1,1,1,12,sj.com
https://techcrunch.com/2019/07/17/faceapp-gets-federal-attention-as-sen-schumer-raises-alarm-on-data-use/,0,0,12,techcrunch.com
https://www.stuff.co.nz/technology/apps/114321126/the-fact-and-fiction-of-faceapp,0,0,12,stuff.co.nz
https://www.thedailybeast.com/is-faceapp-sending-my-photos-to-russia,0,0,12,thedailybeast.com
https://www.wsj.com/articles/a-princes-500-billion-desert-dream-flying-cars-robot-dinosaurs-and-a-giant-artificial-moon-11564097568,52,42,13,sj.com
https://www.nytimes.com/2019/07/16/opinion/smart-cities.html,37,29,13,nytimes.com
