index,EUID,Thème,Clicks
903,67c5f957fe,Politics,1
904,17b0fd4805,Politics,1
905,17b0fd4805,Politics,1
906,75fd950d0e,Politics,3
907,70e759f053,Politics,1
908,70e759f053,Politics,1
909,11eb8d04e1,Politics,1
910,11eb8d04e1,Politics,1
911,5b6545e487,Politics,1
912,5b6545e487,Politics,1
913,201063c6b6,Politics,1
914,3e11378e7e,Politics,1
915,3e11378e7e,Politics,1
916,3e11378e7e,Politics,1
917,3e11378e7e,Politics,1
918,516523d458,Politics,1
919,8f6792da97,Politics,1
920,5663522164,Politics,1
921,ef99b04f4f,Politics,1
922,69052c9a86,Politics,1
923,7b24c303cb,Politics,1
924,7b24c303cb,Politics,1
925,7b24c303cb,Politics,1
926,7b24c303cb,Politics,1
927,7b24c303cb,Politics,1
928,305b82ad67,Politics,1
929,9258422b64,Politics,1
930,bfb6107229,Politics,1
931,bfb6107229,Politics,1
932,5b6f92cedf,Politics,1
933,2cce76b5d6,Politics,1
934,1c6ce8f0f7,Politics,1
935,11d22e47d1,Politics,1
936,cfe10b03c8,Politics,1
937,aa76d226f9,Politics,1
938,8f11d3b2e9,Politics,1
939,6be585683f,Politics,1
940,51359a66e0,Politics,1
941,3e2387f3e5,Politics,1
942,3e2387f3e5,Politics,1
943,59dd7e0b4f,Politics,1
944,b08f4d2271,Politics,1
945,b08f4d2271,Politics,1
946,b08f4d2271,Politics,1
947,ff4769397b,Politics,1
948,51bd4db3e0,Politics,1
949,51bd4db3e0,Politics,1
950,5ff3535bc7,Politics,1
951,5ff3535bc7,Politics,1
952,6af3aa5db1,Politics,1
953,437550e090,Politics,1
954,437550e090,Politics,1
955,437550e090,Politics,1
956,437550e090,Politics,1
957,88f8f17d42,Politics,1
958,88f8f17d42,Politics,1
959,88f8f17d42,Politics,1
960,846e8946cc,Politics,1
961,846e8946cc,Politics,1
962,d253b4e004,Politics,1
963,b363224b5b,Politics,1
964,175459cd24,Politics,1
965,f04d9a96c2,Politics,1
966,ddeb223a73,Politics,1
967,ddeb223a73,Politics,1
968,ddeb223a73,Politics,1
969,b86ceade31,Politics,1
970,1c8f76f0c7,Politics,1
971,c8d1589b39,Politics,1
972,6b8604e5fa,Politics,1
973,8feef1ba3e,Politics,1
974,8feef1ba3e,Politics,1
975,5a36f4b0c1,Politics,1
976,98f9216246,Politics,1
977,98f9216246,Politics,1
978,150de6a794,Politics,1
979,733a9346a5,Politics,1
980,733a9346a5,Politics,1
981,c36d8e787a,Politics,1
982,c7e7ae6a77,Politics,1
983,c860897aba,Politics,1
984,c860897aba,Politics,1
985,c860897aba,Politics,1
986,c860897aba,Politics,1
987,be83ac7181,Politics,1
988,be83ac7181,Politics,1
989,62642a382d,Politics,1
990,417c3635ba,Politics,1
991,417c3635ba,Politics,1
992,417c3635ba,Politics,1
993,d70a71eee2,Politics,1
994,99938878b1,Politics,1
995,e34cb16dd5,Politics,1
996,30054747d7,Politics,1
997,d3dbb19253,Politics,1
998,d3dbb19253,Politics,1
999,d3dbb19253,Politics,1
1000,4aa2da8475,Politics,1
1001,0a2076be40,Politics,1
1002,0a2076be40,Politics,1
1003,e2d1fdeb2e,Politics,1
1004,2cd262445b,Politics,1
1005,2cd262445b,Politics,1
1006,2cd262445b,Politics,1
1007,694e9fe2ef,Politics,1
1008,694e9fe2ef,Politics,2
1009,694e9fe2ef,Politics,1
1010,694e9fe2ef,Politics,1
1011,d7f58faa81,Politics,1
1012,d7f58faa81,Politics,1
1013,22ef6305a6,Politics,1
1014,22ef6305a6,Politics,1
1015,fb9853aaae,Politics,1
1016,0f70745966,Politics,1
1017,641522229e,Politics,1
1018,67edd2cddb,Politics,1
1019,67edd2cddb,Politics,3
1020,67edd2cddb,Politics,1
1021,78f8e72731,Politics,1
1022,9a1a88b8cb,Politics,1
1023,9d3ff778be,Politics,2
1024,974174aa7c,Politics,1
1025,7177545e63,Politics,1
1026,6c8914935b,Politics,3
1027,6c8914935b,Politics,3
1028,84eb5b0fd5,Politics,2
1029,34ac83fb5c,Politics,1
1030,34ac83fb5c,Politics,1
1031,34ac83fb5c,Politics,1
1032,6c149db795,Politics,2
1033,aabb1ad2aa,Politics,1
1034,89e434abbc,Politics,1
1035,5f257fa8c9,Politics,1
1036,ab8dd7f736,Politics,1
1037,1c972bacff,Politics,1
1038,1c972bacff,Politics,1
1039,b3a90d3f17,Politics,1
1040,b3a90d3f17,Politics,1
1041,1fb14b8692,Politics,1
1042,1fb14b8692,Politics,1
1043,fc426b4786,Politics,1
1044,fc426b4786,Politics,1
1045,fc426b4786,Politics,1
1046,fc426b4786,Politics,1
1047,fc426b4786,Politics,1
1048,bba6e90864,Politics,1
1049,15094406d4,Politics,3
1050,2f1e3d9796,Politics,1
1051,228add586a,Politics,1
1052,c8c306d0c8,Politics,1
1053,7b7a2f5e88,Politics,3
1054,324e7f02ba,Politics,1
1055,a08b4dd429,Politics,1
1056,a08b4dd429,Politics,1
1057,b2bd9dc4e3,Politics,1
1058,b2bd9dc4e3,Politics,1
1059,e3194ada29,Politics,1
1060,81c154952a,Politics,1
1061,81c154952a,Politics,1
1062,81c154952a,Politics,1
1063,764b4f2044,Politics,1
1064,760346381b,Politics,1
1065,760346381b,Politics,1
1066,edf2138618,Politics,1
1067,edf2138618,Politics,1
1068,edf2138618,Politics,1
1069,ebac8ad24c,Politics,1
1070,467ceb0653,Politics,1
1071,467ceb0653,Politics,1
1072,32d6427ffe,Politics,1
1073,32d6427ffe,Politics,1
1074,d719c35b3c,Politics,1
1075,dcdf36e8fe,Politics,3
1076,1437e998a8,Politics,1
1077,1437e998a8,Politics,1
1078,1b730b4279,Politics,1
1079,bac76fa177,Politics,1
1080,b56171a301,Politics,1
1081,37d693f797,Politics,1
1082,5a0b9018eb,Politics,1
1083,5a0b9018eb,Politics,1
1084,a39cfbbaad,Politics,2
1085,8d09f07bb0,Politics,1
1086,67d06b3a9f,Politics,1
1087,67d06b3a9f,Politics,1
1088,67d06b3a9f,Politics,1
1089,39f03ac7fb,Politics,1
1090,226f8315e8,Politics,1
1091,226f8315e8,Politics,1
1092,d2fa505e8b,Politics,1
1093,78b05b8fe8,Politics,1
1094,78b05b8fe8,Politics,1
1095,e7ca590929,Politics,1
1096,9cc3d90aed,Politics,1
1097,f6a7cee501,Politics,2
1098,f6a7cee501,Politics,1
1099,7bcb789b79,Politics,1
1100,9b7b643685,Politics,1
1101,1c111b970d,Politics,2
1102,1c111b970d,Politics,3
1103,1c111b970d,Politics,2
1104,1c111b970d,Politics,3
1105,1c111b970d,Politics,2
1106,1c111b970d,Politics,2
1107,187460d94a,Politics,2
1108,b780867220,Politics,1
1109,c8923180f2,Politics,1
1110,c8fb86317f,Politics,1
1111,5c91ef112b,Politics,1
1112,5c91ef112b,Politics,1
1113,5c91ef112b,Politics,1
1114,7b07749d28,Politics,1
1115,7b07749d28,Politics,1
1116,7b07749d28,Politics,1
1117,7b07749d28,Politics,1
1118,7b07749d28,Politics,1
1119,7b07749d28,Politics,1
1120,7b07749d28,Politics,1
1121,d904ac7069,Politics,1
1122,ac18d78a5c,Politics,1
1123,880fa22137,Politics,3
1124,880fa22137,Politics,3
1125,880fa22137,Politics,3
1126,ad3e4b147d,Politics,1
1127,2696c0c8dd,Politics,1
1128,8ee638388d,Politics,1
1129,efe5262311,Politics,1
1130,efe5262311,Politics,1
1131,b8ee642d26,Politics,1
1132,b8ee642d26,Politics,1
1133,9629283030,Politics,1
1134,9629283030,Politics,1
1135,9629283030,Politics,1
1136,9629283030,Politics,1
1137,abe7f283e9,Politics,1
1138,f92c66d8d6,Politics,1
1139,f92c66d8d6,Politics,1
1140,f92c66d8d6,Politics,1
1141,f92c66d8d6,Politics,1
1142,f92c66d8d6,Politics,1
1143,f92c66d8d6,Politics,1
1144,289361c0a2,Politics,1
1145,289361c0a2,Politics,1
1146,289361c0a2,Politics,1
1147,500e23a2cd,Politics,1
1148,bfd90e25cf,Politics,1
1149,c45d6c1f45,Politics,2
1150,c45d6c1f45,Politics,2
1151,c45d6c1f45,Politics,2
1152,c45d6c1f45,Politics,2
1153,f8e239d19e,Politics,1
1154,45bdeabc6f,Politics,1
1155,7ad02ec507,Politics,1
1156,b777b43e08,Politics,1
1157,aa2b678fbc,Politics,1
1158,aa2b678fbc,Politics,1
1159,56946adc93,Politics,1
1160,56946adc93,Politics,1
1161,56946adc93,Politics,1
1162,56946adc93,Politics,1
1163,56946adc93,Politics,1
1164,f3fc870dec,Politics,1
1165,f3fc870dec,Politics,1
1166,f3fc870dec,Politics,1
1167,ef8568b4c4,Politics,1
1168,9f38ba8899,Politics,1
1169,9f38ba8899,Politics,1
1170,7310093e44,Politics,1
1171,e3038087ef,Politics,1
1172,e3038087ef,Politics,2
1173,e3038087ef,Politics,1
1174,65e1ccc23e,Politics,1
1175,743ceb8a2b,Politics,1
1176,b82aa14141,Politics,1
1177,f54e70b106,Politics,1
1178,643156a25c,Politics,2
1179,643156a25c,Politics,1
1180,643156a25c,Politics,1
1181,643156a25c,Politics,1
1182,643156a25c,Politics,1
1183,b4ff337966,Politics,1
1184,b4ff337966,Politics,1
1185,b4ff337966,Politics,1
1186,b4ff337966,Politics,1
1187,b4ff337966,Politics,1
1188,b4ff337966,Politics,1
1189,b4ff337966,Politics,1
1190,b4ff337966,Politics,1
1191,7bd816a7a7,Politics,1
1192,21366f07e2,Politics,1
1193,21366f07e2,Politics,1
1194,d9390a439c,Politics,1
1195,d9390a439c,Politics,1
1196,d9390a439c,Politics,1
1197,905f60450d,Politics,1
1198,d3cd5b6ff5,Politics,1
1199,cc2b96cdcb,Politics,1
1200,cc2b96cdcb,Politics,1
1201,cc2b96cdcb,Politics,1
1202,cc2b96cdcb,Politics,1
1203,eff0b049d4,Politics,1
1204,cdf9376137,Politics,1
1205,cdf9376137,Politics,1
1206,cdf9376137,Politics,1
1207,96919efa9a,Politics,1
1208,f739f3441f,Politics,1
1209,6c17eb1df2,Politics,1
1210,6c17eb1df2,Politics,1
1211,2df311d26e,Politics,1
1212,db3b8dfd02,Politics,1
1213,17ef1118b1,Politics,1
1214,81b0fa8c46,Politics,1
1215,e27bf59988,Politics,1
1216,e8db7d707e,Politics,1
1217,309e81e8de,Politics,1
1218,309e81e8de,Politics,1
1219,2bb570cb95,Politics,1
1220,daabdf7fa8,Politics,1
1221,daabdf7fa8,Politics,1
1222,daabdf7fa8,Politics,1
1223,daabdf7fa8,Politics,1
1224,daabdf7fa8,Politics,1
1225,5be2a8d3eb,Politics,1
1226,3d0a8a6c7e,Politics,1
1227,6e369d5af0,Politics,1
1228,6e369d5af0,Politics,3
1229,1c7b72052c,Politics,1
1230,9cffbcc9d9,Politics,1
1231,3bcdc8f0a3,Politics,1
1232,a9faf13788,Politics,1
1233,a722597b57,Politics,1
1234,fe1f8df569,Politics,1
1235,924411f72b,Politics,1
1236,a876578213,Politics,1
1237,d638956283,Politics,1
1238,d638956283,Politics,1
1239,d638956283,Politics,1
1240,ef7db95b17,Politics,1
1241,9f872b6c05,Politics,1
1242,9f872b6c05,Politics,1
1243,25a3b5041e,Politics,1
1244,0f8dcd9071,Politics,1
1245,087d8d1e21,Politics,1
1246,087d8d1e21,Politics,1
1247,67c5f957fe,Politics,1
1248,67c5f957fe,Politics,1
1249,67c5f957fe,Politics,1
1250,67c5f957fe,Politics,1
1251,67c5f957fe,Politics,1
1252,67c5f957fe,Politics,1
1253,5e4de5aa48,Politics,1
1254,5e4de5aa48,Politics,1
1255,6afa938d00,Politics,1
1256,187055cead,Politics,1
1257,42c9f69f77,Politics,1
1258,42c9f69f77,Politics,1
1259,b8491b5349,Politics,1
1260,70e8891acf,Politics,1
1261,70e8891acf,Politics,1
1262,70e8891acf,Politics,1
1263,70e8891acf,Politics,1
1264,b23abb47ae,Politics,1
1265,505ea08e75,Politics,1
1266,505ea08e75,Politics,1
1267,7a51214d1b,Politics,2
1268,1c6ce8f0f7,Politics,1
1269,11d22e47d1,Politics,1
1270,8f11d3b2e9,Politics,1
1271,8f11d3b2e9,Politics,1
1272,2761b9bd03,Politics,1
1273,b08f4d2271,Politics,1
1274,437550e090,Politics,1
1275,bedf474045,Politics,1
1276,bedf474045,Politics,1
1277,a7a6cbb258,Politics,1
1278,eb99cff383,Politics,1
1279,eb99cff383,Politics,1
1280,846e8946cc,Politics,1
1281,846e8946cc,Politics,1
1282,d7c89d26a4,Politics,1
1283,7b5c5ffa44,Politics,1
1284,641b2d95be,Politics,1
1285,641b2d95be,Politics,1
1286,367638b394,Politics,1
1287,367638b394,Politics,1
1288,367638b394,Politics,1
1289,367638b394,Politics,1
1290,67be63beb6,Politics,1
1291,8cbdb850a0,Politics,1
1292,55525f5b8c,Politics,1
1293,dde670d92a,Politics,1
1294,79929b025b,Politics,1
1295,db09ef5031,Politics,1
1296,54c04d96f7,Politics,1
1297,a39a7cfc81,Politics,1
1298,a39a7cfc81,Politics,1
1299,2239d6448f,Politics,1
1300,2239d6448f,Politics,1
1301,2239d6448f,Politics,1
1302,2239d6448f,Politics,1
1303,ab9913b221,Politics,1
1304,ab9913b221,Politics,1
1305,ab9913b221,Politics,1
1306,ab9913b221,Politics,1
1307,ab9913b221,Politics,1
1308,ab9913b221,Politics,1
1309,ab9913b221,Politics,1
1310,ab9913b221,Politics,1
1311,596c07c44f,Politics,1
1312,596c07c44f,Politics,1
1313,c860897aba,Politics,1
1314,e9430b886d,Politics,1
1315,829d3ca9dd,Politics,1
1316,829d3ca9dd,Politics,1
1317,462105f903,Politics,1
1318,d70a71eee2,Politics,1
1319,8ce6aa8075,Politics,1
1320,f48a60d030,Politics,1
1321,99938878b1,Politics,1
1322,30054747d7,Politics,1
1323,30054747d7,Politics,1
1324,30054747d7,Politics,1
1325,d3dbb19253,Politics,1
1326,1bd2971f1c,Politics,1
1327,8c011d249e,Politics,1
1328,8c011d249e,Politics,1
1329,89286849cc,Politics,1
1330,f3d62b8f9e,Politics,1
1331,f3d62b8f9e,Politics,1
1332,f3d62b8f9e,Politics,1
1333,f3d62b8f9e,Politics,1
1334,cb45c4a106,Politics,3
1335,694e9fe2ef,Politics,1
1336,694e9fe2ef,Politics,1
1337,22ef6305a6,Politics,1
1338,22ef6305a6,Politics,1
1339,89dbfceacf,Politics,1
1340,12f2c52178,Politics,1
1341,93da0bf2ec,Politics,1
1342,93da0bf2ec,Politics,1
1343,8663f924cc,Politics,1
1344,8663f924cc,Politics,1
1345,8663f924cc,Politics,1
1346,8663f924cc,Politics,1
1347,a689a23772,Politics,1
1348,5c4de2bdf6,Politics,1
1349,bc41e9ec56,Politics,2
1350,bc41e9ec56,Politics,2
1351,7aabd9dcbd,Politics,1
1352,3a8e54e74b,Politics,1
1353,34ac83fb5c,Politics,1
1354,34ac83fb5c,Politics,1
1355,34ac83fb5c,Politics,1
1356,34ac83fb5c,Politics,1
1357,34ac83fb5c,Politics,1
1358,dc54f39723,Politics,1
1359,2eee9c9b0f,Politics,1
1360,aabb1ad2aa,Politics,1
1361,89e434abbc,Politics,1
1362,89e434abbc,Politics,1
1363,1c972bacff,Politics,1
1364,1c972bacff,Politics,1
1365,b3a90d3f17,Politics,1
1366,4f0a0506d4,Politics,1
1367,e3d4d8ed52,Politics,1
1368,39264e95bb,Politics,1
1369,f2aa3f7cc8,Politics,1
1370,912bdc5510,Politics,1
1371,505e6313fe,Politics,1
1372,505e6313fe,Politics,1
1373,505e6313fe,Politics,1
1374,bba6e90864,Politics,1
1375,85346f818d,Politics,1
1376,85346f818d,Politics,1
1377,cee6fd59b8,Politics,1
1378,6bd875fd80,Politics,2
1379,acde8364de,Politics,1
1380,1fd78f6cbe,Politics,1
1381,e0724f3514,Politics,1
1382,96b50d2415,Politics,1
1383,f525e2ee0c,Politics,1
1384,3125d9dbe2,Politics,1
1385,b56171a301,Politics,1
1386,b56171a301,Politics,1
1387,b56171a301,Politics,3
1388,c47ef630af,Politics,2
1389,c47ef630af,Politics,2
1390,c47ef630af,Politics,2
1391,954d5a16b7,Politics,1
1392,226f8315e8,Politics,1
1393,ee971bd231,Politics,1
1394,ee971bd231,Politics,1
1395,31c7454673,Politics,1
1396,e7ca590929,Politics,1
1397,f6a7cee501,Politics,1
1398,79ec935fba,Politics,1
1399,79ec935fba,Politics,1
1400,79ec935fba,Politics,1
1401,85f85d4de9,Politics,1
1402,85f85d4de9,Politics,1
1403,85f85d4de9,Politics,1
1404,57d78490d2,Politics,1
1405,e0aed1d91f,Politics,1
1406,c8923180f2,Politics,1
1407,73505b44a7,Politics,1
1408,5287f66a85,Politics,1
1409,7b07749d28,Politics,1
1410,7b07749d28,Politics,1
1411,7b07749d28,Politics,1
1412,7b07749d28,Politics,1
1413,7b07749d28,Politics,1
1414,7b07749d28,Politics,1
1415,7b07749d28,Politics,1
1416,7b07749d28,Politics,1
1417,7b07749d28,Politics,1
1418,7b07749d28,Politics,1
1419,7b07749d28,Politics,1
1420,7b07749d28,Politics,1
1421,46310783d7,Politics,1
1422,46310783d7,Politics,1
1423,46310783d7,Politics,1
1424,46310783d7,Politics,1
1425,5d0674ebf4,Politics,1
1426,5d0674ebf4,Politics,1
1427,29762208a4,Politics,1
1428,29762208a4,Politics,1
1429,fa9bacdb28,Politics,1
1430,fa9bacdb28,Politics,1
1431,fa9bacdb28,Politics,1
1432,289361c0a2,Politics,1
1433,289361c0a2,Politics,1
1434,289361c0a2,Politics,1
1435,9429e74543,Politics,1
1436,bfd90e25cf,Politics,1
1437,bfd8c105b9,Politics,1
1438,3ce6a06b08,Politics,1
1439,d14746a209,Politics,2
1440,b777b43e08,Politics,1
1441,11f00281d5,Politics,1
1442,4877c9db17,Politics,1
1443,a6586f6ab8,Politics,2
1444,a6586f6ab8,Politics,2
1445,9f38ba8899,Politics,1
1446,9442a18698,Politics,3
1447,6f6d2244d4,Politics,1
1448,f6a991befb,Politics,1
1449,898fed516d,Politics,1
1450,e3038087ef,Politics,1
1451,a8f347752a,Politics,1
1452,d9390a439c,Politics,1
1453,d9390a439c,Politics,1
1454,d9390a439c,Politics,1
1455,905f60450d,Politics,1
1456,6eb260f367,Politics,1
1457,e04b22d6a5,Politics,1
1458,e04b22d6a5,Politics,1
1459,96919efa9a,Politics,1
1460,96919efa9a,Politics,1
1461,f739f3441f,Politics,1
1462,cbe7d96257,Politics,1
1463,1f15ad1ed2,Politics,1
1464,3d6e5b17f9,Politics,1
1465,23d74299a0,Politics,1
1466,23d74299a0,Politics,1
1467,23d74299a0,Politics,1
1468,bd8d0b375d,Politics,1
1469,4132a5af13,Politics,1
1470,309e81e8de,Politics,1
1471,19201d6629,Politics,1
1472,19201d6629,Politics,1
1473,e8260889a0,Politics,3
1474,5be2a8d3eb,Politics,1
1475,4b519aeafc,Politics,1
1476,3d0a8a6c7e,Politics,1
1477,3d0a8a6c7e,Politics,1
1478,3d0a8a6c7e,Politics,1
1479,6e369d5af0,Politics,4
1480,6e369d5af0,Politics,2
1481,9cffbcc9d9,Politics,1
1482,9cffbcc9d9,Politics,1
1483,133245da45,Politics,1
1484,133245da45,Politics,1
1485,133245da45,Politics,1
1486,133245da45,Politics,1
1487,94d65d0062,Politics,1
1488,a8a7377e03,Politics,1
1489,a8a7377e03,Politics,1
1490,a8a7377e03,Politics,1
1491,37820983c3,Politics,1
1492,72588b0ed5,Tech,1
1493,edae921905,Tech,1
1494,18fe55c20d,Tech,1
1495,79c65da051,Tech,1
1496,79c65da051,Tech,1
1497,25a3b5041e,Tech,1
1498,087d8d1e21,Tech,1
1499,67c5f957fe,Tech,1
1500,9f4bb6d9cf,Tech,1
1501,9f4bb6d9cf,Tech,1
1502,5e4de5aa48,Tech,1
1503,52f4565a76,Tech,1
1504,b8491b5349,Tech,1
1505,70e8891acf,Tech,1
1506,70e8891acf,Tech,1
1507,70e8891acf,Tech,1
1508,b2aca388f6,Tech,1
1509,b2aca388f6,Tech,1
1510,7a51214d1b,Tech,1
1511,303078f4d8,Tech,3
1512,303078f4d8,Tech,3
1513,c5069bf78a,Tech,1
1514,67edf8914d,Tech,1
1515,67edf8914d,Tech,1
1516,67edf8914d,Tech,1
1517,67edf8914d,Tech,1
1518,7b24c303cb,Tech,1
1519,305b82ad67,Tech,1
1520,305b82ad67,Tech,1
1521,9258422b64,Tech,1
1522,0f6eb786fd,Tech,1
1523,8aea4e0b68,Tech,1
1524,8aea4e0b68,Tech,1
1525,8aea4e0b68,Tech,1
1526,8aea4e0b68,Tech,1
1527,8fc75b58d1,Tech,1
1528,8fc75b58d1,Tech,1
1529,28dc3da431,Tech,1
1530,18566bf715,Tech,1
1531,18566bf715,Tech,1
1532,b08f4d2271,Tech,1
1533,88f8f17d42,Tech,1
1534,88f8f17d42,Tech,1
1535,0a2cdf5ba2,Tech,1
1536,846e8946cc,Tech,1
1537,6d1efe0c25,Tech,1
1538,6d1efe0c25,Tech,1
1539,479c80762d,Tech,1
1540,479c80762d,Tech,1
1541,479c80762d,Tech,1
1542,479c80762d,Tech,1
1543,479c80762d,Tech,1
1544,67be63beb6,Tech,1
1545,79929b025b,Tech,1
1546,79929b025b,Tech,1
1547,79929b025b,Tech,1
1548,79929b025b,Tech,1
1549,6bcfc6f516,Tech,1
1550,150de6a794,Tech,1
1551,150de6a794,Tech,1
1552,db09ef5031,Tech,2
1553,db09ef5031,Tech,1
1554,db09ef5031,Tech,1
1555,c36d8e787a,Tech,1
1556,a752d15fca,Tech,1
1557,4eb5a381d7,Tech,1
1558,4eb5a381d7,Tech,1
1559,27053a5843,Tech,1
1560,27053a5843,Tech,1
1561,27053a5843,Tech,1
1562,19726bd330,Tech,1
1563,19726bd330,Tech,1
1564,19726bd330,Tech,1
1565,46965f05eb,Tech,1
1566,417c3635ba,Tech,1
1567,4461f66515,Tech,1
1568,30054747d7,Tech,1
1569,30054747d7,Tech,1
1570,b53cc551ec,Tech,1
1571,864fac2ffe,Tech,1
1572,864fac2ffe,Tech,1
1573,864fac2ffe,Tech,1
1574,864fac2ffe,Tech,1
1575,864fac2ffe,Tech,1
1576,864fac2ffe,Tech,1
1577,864fac2ffe,Tech,1
1578,864fac2ffe,Tech,1
1579,0a2076be40,Tech,1
1580,cb45c4a106,Tech,3
1581,e2d1fdeb2e,Tech,1
1582,eb641fa354,Tech,1
1583,22ef6305a6,Tech,1
1584,22ef6305a6,Tech,1
1585,22ef6305a6,Tech,1
1586,22ef6305a6,Tech,1
1587,5786f8603c,Tech,2
1588,8663f924cc,Tech,1
1589,8663f924cc,Tech,1
1590,8663f924cc,Tech,1
1591,8663f924cc,Tech,1
1592,40916184f2,Tech,1
1593,dc37e2cb56,Tech,1
1594,e31b3f3951,Tech,1
1595,aabb1ad2aa,Tech,1
1596,89e434abbc,Tech,1
1597,12baa30f35,Tech,1
1598,12baa30f35,Tech,2
1599,12baa30f35,Tech,1
1600,ab8dd7f736,Tech,1
1601,f3b20d0f6b,Tech,1
1602,786ba66db3,Tech,1
1603,a1b5edba0e,Tech,1
1604,54073c7ef7,Tech,2
1605,54073c7ef7,Tech,1
1606,54073c7ef7,Tech,1
1607,54073c7ef7,Tech,1
1608,75208aebfa,Tech,2
1609,75208aebfa,Tech,2
1610,fc426b4786,Tech,1
1611,bba6e90864,Tech,1
1612,c3fc1875da,Tech,2
1613,c3fc1875da,Tech,1
1614,daee97467e,Tech,1
1615,324e7f02ba,Tech,1
1616,324e7f02ba,Tech,1
1617,b2bd9dc4e3,Tech,1
1618,e3194ada29,Tech,1
1619,e3194ada29,Tech,1
1620,13eb9ac2ec,Tech,1
1621,760346381b,Tech,1
1622,760346381b,Tech,1
1623,760346381b,Tech,1
1624,32d6427ffe,Tech,1
1625,32d6427ffe,Tech,1
1626,32d6427ffe,Tech,1
1627,32d6427ffe,Tech,1
1628,32d6427ffe,Tech,1
1629,32d6427ffe,Tech,1
1630,32d6427ffe,Tech,1
1631,de80c56da6,Tech,1
1632,e0724f3514,Tech,1
1633,a76ecf1358,Tech,2
1634,a76ecf1358,Tech,2
1635,f525e2ee0c,Tech,1
1636,fd0ed2e441,Tech,1
1637,059aaa0aa4,Tech,1
1638,f1e278b7d0,Tech,2
1639,755a73b3c4,Tech,1
1640,62a430d025,Tech,1
1641,ee971bd231,Tech,1
1642,ee971bd231,Tech,1
1643,ee971bd231,Tech,1
1644,88b60f4575,Tech,1
1645,88b60f4575,Tech,1
1646,f6a7cee501,Tech,1
1647,f6a7cee501,Tech,1
1648,79ec935fba,Tech,1
1649,3bb9dc347a,Tech,1
1650,c8923180f2,Tech,1
1651,5c91ef112b,Tech,1
1652,7b07749d28,Tech,1
1653,7b07749d28,Tech,1
1654,cb6cf40eea,Tech,1
1655,0c2dfa77b8,Tech,1
1656,efe5262311,Tech,1
1657,efe5262311,Tech,1
1658,289361c0a2,Tech,1
1659,500e23a2cd,Tech,1
1660,6f62567bcf,Tech,1
1661,bfd8c105b9,Tech,1
1662,3ce6a06b08,Tech,1
1663,11f00281d5,Tech,1
1664,11f00281d5,Tech,1
1665,11f00281d5,Tech,1
1666,11f00281d5,Tech,1
1667,a6586f6ab8,Tech,2
1668,a6586f6ab8,Tech,2
1669,a6586f6ab8,Tech,2
1670,85069bf1c3,Tech,1
1671,85069bf1c3,Tech,1
1672,56946adc93,Tech,1
1673,56946adc93,Tech,1
1674,ef8568b4c4,Tech,1
1675,ef8568b4c4,Tech,1
1676,85fb52ec36,Tech,1
1677,9f38ba8899,Tech,2
1678,9f38ba8899,Tech,1
1679,9f38ba8899,Tech,1
1680,9f38ba8899,Tech,1
1681,9f38ba8899,Tech,1
1682,f6a991befb,Tech,1
1683,e3038087ef,Tech,1
1684,e3038087ef,Tech,1
1685,e3038087ef,Tech,1
1686,07d586190c,Tech,1
1687,b4ff337966,Tech,1
1688,b4ff337966,Tech,1
1689,b4ff337966,Tech,1
1690,b4ff337966,Tech,1
1691,0c88690734,Tech,1
1692,ea90a7c32d,Tech,1
1693,7bd816a7a7,Tech,1
1694,21366f07e2,Tech,1
1695,587b11602f,Tech,1
1696,96919efa9a,Tech,1
1697,96919efa9a,Tech,1
1698,96919efa9a,Tech,1
1699,96919efa9a,Tech,1
1700,f739f3441f,Tech,1
1701,f739f3441f,Tech,1
1702,6c17eb1df2,Tech,1
1703,7f158bfdc2,Tech,1
1704,17ef1118b1,Tech,1
1705,19201d6629,Tech,1
1706,19201d6629,Tech,1
1707,e8260889a0,Tech,3
1708,5be2a8d3eb,Tech,1
1709,eb5b2fc264,Tech,1
1710,eb5b2fc264,Tech,1
1711,eb5b2fc264,Tech,1
1712,eb5b2fc264,Tech,1
1713,eb5b2fc264,Tech,1
1714,eb5b2fc264,Tech,1
1715,eb5b2fc264,Tech,1
1716,eb5b2fc264,Tech,1
1717,eb5b2fc264,Tech,1
1718,3d0a8a6c7e,Tech,1
1719,3d0a8a6c7e,Tech,1
1720,3d0a8a6c7e,Tech,1
1721,3d0a8a6c7e,Tech,1
1722,24b5f61453,Tech,1
1723,c73f5530b6,Tech,1
1724,133245da45,Tech,1
1725,2a3d12a140,Tech,2
1726,a876578213,Tech,1
1727,e025886c8f,Tech,1
1728,ef7db95b17,Tech,1
1729,89a03c34ba,Tech,1
1730,e5eef1d48b,Tech,1
1731,72a3893e55,Tech,3
1732,1b7108aebc,Tech,1
1733,4e22e75d72,Tech,1
1734,4e22e75d72,Tech,1
1735,4e22e75d72,Tech,1
1736,4e22e75d72,Tech,1
1737,4e22e75d72,Tech,1
1738,25a3b5041e,Tech,1
1739,67c5f957fe,Tech,1
1740,67c5f957fe,Tech,1
1741,67c5f957fe,Tech,1
1742,67c5f957fe,Tech,1
1743,52f4565a76,Tech,2
1744,42c9f69f77,Tech,1
1745,42c9f69f77,Tech,1
1746,201063c6b6,Tech,1
1747,3e11378e7e,Tech,1
1748,7a51214d1b,Tech,1
